RxCUI,Drug_Class
1600728,CCB_ACE
722125,CCB_ARB
722126,CCB_ARB
722131,CCB_ARB
722134,CCB_ARB
722137,CCB_ARB
724879,CCB_ARB
724887,CCB_ARB
724891,CCB_ARB
724895,CCB_ARB
730860,CCB_ARB
730861,CCB_ARB
730866,CCB_ARB
730869,CCB_ARB
730872,CCB_ARB
744624,CCB_ARB
744628,CCB_ARB
744632,CCB_ARB
744636,CCB_ARB
876513,CCB_ARB
876514,CCB_ARB
876518,CCB_ARB
876519,CCB_ARB
876523,CCB_ARB
876524,CCB_ARB
876528,CCB_ARB
876529,CCB_ARB
876533,CCB_ARB
251254,CCB_BB
252201,CCB_BB
370961,CCB_BB
376172,CCB_BB
393275,CCB_BB
393276,CCB_BB
411852,CCB_BB
411867,CCB_BB
431674,CCB_BB
432616,CCB_BB
439560,CCB_BB
446671,CCB_BB
446677,CCB_BB
432767,CCB_loop
446675,CCB_loop
1009218,CCB_renin
1009220,CCB_renin
1009247,CCB_renin
1009249,CCB_renin
1009253,CCB_renin
1009315,CCB_renin
1009319,CCB_renin
1009320,CCB_renin
1009324,CCB_renin
1050796,CCB_diuretic_renin
1050798,CCB_diuretic_renin
1050802,CCB_diuretic_renin
1050803,CCB_diuretic_renin
1050805,CCB_diuretic_renin
1050806,CCB_diuretic_renin
1050808,CCB_diuretic_renin
1050809,CCB_diuretic_renin
1050811,CCB_diuretic_renin
1050812,CCB_diuretic_renin
1050814,CCB_diuretic_renin
432674,CCB_vaso
439288,CCB_vaso
104357,central
141951,central
152966,central
152967,central
197743,central
197744,central
197745,central
197746,central
197955,central
197956,central
197957,central
197958,central
201352,central
201354,central
201355,central
201358,central
201361,central
206387,central
206389,central
206412,central
206413,central
250546,central
250547,central
310661,central
311645,central
371581,central
371583,central
372364,central
372368,central
372854,central
372855,central
372969,central
375716,central
375876,central
376259,central
376862,central
388078,central
411773,central
411774,central
411775,central
432414,central
446452,central
451311,central
884173,central
884175,central
884185,central
884187,central
884189,central
884191,central
885790,central
885794,central
885878,central
885879,central
885880,central
885881,central
885882,central
885883,central
892789,central
892791,central
892795,central
998671,central
998673,central
998675,central
998677,central
998679,central
998681,central
1013930,central
1013934,central
1013935,central
1013936,central
1013937,central
1013939,central
1013940,central
1050315,central
1050316,central
1050334,central
1050335,central
1050338,central
1050339,central
1087322,central
1087323,central
1233709,central
1233785,central
1233786,central
1233789,central
1233790,central
1360022,central
1360044,central
1360045,central
1360087,central
1360120,central
1360303,central
2599,central
6876,central
142432,central
202693,central
862006,central
862010,central
862013,central
862015,central
862019,central
862021,central
862025,central
862027,central
93252,diuretic
93253,diuretic
104243,diuretic
104245,diuretic
104246,diuretic
104248,diuretic
108966,diuretic
198314,diuretic
198315,diuretic
198316,diuretic
208124,diuretic
250708,loop
251268,diuretic
310812,diuretic
310817,diuretic
310818,diuretic
314029,diuretic
370638,diuretic
370640,diuretic
370848,diuretic
370851,diuretic
374192,diuretic
374195,diuretic
374196,loop
376315,diuretic
409813,diuretic
427390,diuretic
427727,diuretic
428210,diuretic
428292,diuretic
428603,diuretic
429932,diuretic
429933,diuretic
429934,diuretic
430625,loop
432599,diuretic
432676,diuretic
432677,diuretic
432742,diuretic
437575,diuretic
437576,diuretic
437578,diuretic
452285,diuretic
452289,diuretic
452292,diuretic
452299,diuretic
452300,diuretic
452302,diuretic
539539,diuretic
977883,diuretic
977885,diuretic
977907,diuretic
977950,diuretic
103932,loop
103933,loop
103934,loop
153000,loop
246528,loop
249062,loop
251054,loop
370847,loop
370850,loop
977890,loop
977945,loop
977951,loop
977959,loop
103966,diuretic_ACE
104370,diuretic_ACE
197436,diuretic_ACE
197437,diuretic_ACE
197438,diuretic_ACE
197439,diuretic_ACE
197885,diuretic_ACE
197886,diuretic_ACE
197887,diuretic_ACE
207961,diuretic_ACE
207963,diuretic_ACE
207965,diuretic_ACE
211053,diuretic_ACE
211072,diuretic_ACE
249851,diuretic_ACE
252371,diuretic_ACE
310796,diuretic_ACE
310797,diuretic_ACE
310809,diuretic_ACE
349449,diuretic_ACE
371000,diuretic_ACE
371253,diuretic_ACE
371507,diuretic_ACE
372006,diuretic_ACE
372273,diuretic_ACE
372613,diuretic_ACE
372946,diuretic_ACE
373732,diuretic_ACE
376291,diuretic_ACE
393357,diuretic_ACE
428808,diuretic_ACE
428812,diuretic_ACE
428813,diuretic_ACE
429647,diuretic_ACE
429935,diuretic_ACE
430636,diuretic_ACE
446301,diuretic_ACE
541946,diuretic_ACE
790296,diuretic_ACE
790297,diuretic_ACE
809854,diuretic_ACE
809858,diuretic_ACE
823971,diuretic_ACE
823982,diuretic_ACE
823986,diuretic_ACE
854993,diuretic_ACE
857166,diuretic_ACE
857174,diuretic_ACE
857178,diuretic_ACE
857182,diuretic_ACE
858824,diuretic_ACE
858827,diuretic_ACE
858828,diuretic_ACE
858830,diuretic_ACE
858921,diuretic_ACE
882559,diuretic_ACE
898362,diuretic_ACE
898366,diuretic_ACE
898367,diuretic_ACE
898371,diuretic_ACE
898372,diuretic_ACE
898376,diuretic_ACE
898378,diuretic_ACE
898382,diuretic_ACE
991549,diuretic_ACE
991553,diuretic_ACE
991557,diuretic_ACE
1001394,diuretic_ACE
1299859,diuretic_ACE
1299861,diuretic_ACE
1299871,diuretic_ACE
1299873,diuretic_ACE
1299890,diuretic_ACE
1299959,diuretic_ACE
312481,diuretic_alpha
312482,diuretic_alpha
312483,diuretic_alpha
373564,diuretic_alpha
428868,diuretic_alpha
428869,diuretic_alpha
451073,diuretic_alpha
754802,diuretic_alpha
754806,diuretic_alpha
754812,diuretic_alpha
200284,diuretic_ARB
200285,diuretic_ARB
283316,diuretic_ARB
283317,diuretic_ARB
310792,diuretic_ARB
310793,diuretic_ARB
349353,diuretic_ARB
351292,diuretic_ARB
351293,diuretic_ARB
352335,diuretic_ARB
352336,diuretic_ARB
370705,diuretic_ARB
372650,diuretic_ARB
374280,diuretic_ARB
374934,diuretic_ARB
378735,diuretic_ARB
378921,diuretic_ARB
403853,diuretic_ARB
403854,diuretic_ARB
403855,diuretic_ARB
406041,diuretic_ARB
477130,diuretic_ARB
485471,diuretic_ARB
578325,diuretic_ARB
578330,diuretic_ARB
636042,diuretic_ARB
636045,diuretic_ARB
749833,diuretic_ARB
749837,diuretic_ARB
749841,diuretic_ARB
802749,diuretic_ARB
805855,diuretic_ARB
805859,diuretic_ARB
805863,diuretic_ARB
809014,diuretic_ARB
809018,diuretic_ARB
809022,diuretic_ARB
809026,diuretic_ARB
809030,diuretic_ARB
823934,diuretic_ARB
823938,diuretic_ARB
823942,diuretic_ARB
847042,diuretic_ARB
847055,diuretic_ARB
847060,diuretic_ARB
979464,diuretic_ARB
979466,diuretic_ARB
979468,diuretic_ARB
979470,diuretic_ARB
979471,diuretic_ARB
979473,diuretic_ARB
979497,diuretic_ARB
1235142,diuretic_ARB
1235144,diuretic_ARB
1235150,diuretic_ARB
1235151,diuretic_ARB
1235157,diuretic_ARB
1235307,diuretic_ARB
1235313,diuretic_ARB
104324,diuretic_BB
104332,diuretic_BB
104337,diuretic_BB
104338,diuretic_BB
104340,diuretic_BB
104343,diuretic_BB
104344,diuretic_BB
108743,diuretic_BB
108744,diuretic_BB
152916,diuretic_BB
153155,diuretic_BB
197382,diuretic_BB
197383,diuretic_BB
198000,diuretic_BB
198001,diuretic_BB
199717,diuretic_BB
201341,diuretic_BB
201342,diuretic_BB
208003,diuretic_BB
208029,diuretic_BB
245854,diuretic_BB
245855,diuretic_BB
246267,diuretic_BB
246525,diuretic_BB
246526,diuretic_BB
246644,diuretic_BB
249567,diuretic_BB
249850,diuretic_BB
250226,diuretic_BB
250538,diuretic_BB
250543,diuretic_BB
250544,diuretic_BB
250553,diuretic_BB
310811,diuretic_BB
370620,diuretic_BB
370738,diuretic_BB
370958,diuretic_BB
371103,diuretic_BB
372553,diuretic_BB
372879,diuretic_BB
372889,diuretic_BB
372890,diuretic_BB
372977,diuretic_BB
373181,diuretic_BB
373182,diuretic_BB
373185,diuretic_BB
373186,diuretic_BB
373459,diuretic_BB
373461,diuretic_BB
373650,diuretic_BB
373651,diuretic_BB
373655,diuretic_BB
373656,diuretic_BB
373657,diuretic_BB
374136,diuretic_BB
374419,diuretic_BB
379254,diuretic_BB
379255,diuretic_BB
385565,diuretic_BB
427556,diuretic_BB
428757,diuretic_BB
431608,diuretic_BB
432597,diuretic_BB
432657,diuretic_BB
432658,diuretic_BB
432678,diuretic_BB
433855,diuretic_BB
433891,diuretic_BB
434380,diuretic_BB
437142,diuretic_BB
437986,diuretic_BB
440424,diuretic_BB
446468,diuretic_BB
491234,diuretic_BB
542127,diuretic_BB
687068,diuretic_BB
687069,diuretic_BB
746023,diuretic_BB
746030,diuretic_BB
854908,diuretic_BB
854910,diuretic_BB
854916,diuretic_BB
854918,diuretic_BB
854919,diuretic_BB
854921,diuretic_BB
856393,diuretic_BB
856398,diuretic_BB
856401,diuretic_BB
856406,diuretic_BB
856412,diuretic_BB
856417,diuretic_BB
856422,diuretic_BB
856426,diuretic_BB
856429,diuretic_BB
856433,diuretic_BB
856586,diuretic_BB
856587,diuretic_BB
856591,diuretic_BB
856592,diuretic_BB
856596,diuretic_BB
856597,diuretic_BB
856615,diuretic_BB
856616,diuretic_BB
856618,diuretic_BB
866452,diuretic_BB
866455,diuretic_BB
866456,diuretic_BB
866457,diuretic_BB
866461,diuretic_BB
866464,diuretic_BB
866465,diuretic_BB
866466,diuretic_BB
866472,diuretic_BB
866475,diuretic_BB
866476,diuretic_BB
866477,diuretic_BB
866479,diuretic_BB
866482,diuretic_BB
866491,diuretic_BB
866498,diuretic_BB
866502,diuretic_BB
866506,diuretic_BB
866846,diuretic_BB
896974,diuretic_BB
896975,diuretic_BB
896976,diuretic_BB
896990,diuretic_BB
998694,diuretic_BB
1111439,diuretic_BB
411865,diuretic_BB_vaso
432656,diuretic_BB_vaso
432659,diuretic_BB_vaso
432815,diuretic_BB_vaso
439004,diuretic_BB_vaso
439007,diuretic_BB_vaso
440425,diuretic_BB_vaso
440427,diuretic_BB_vaso
848130,diuretic_CCB_ARB
848131,diuretic_CCB_ARB
848134,diuretic_CCB_ARB
848135,diuretic_CCB_ARB
848139,diuretic_CCB_ARB
848140,diuretic_CCB_ARB
848144,diuretic_CCB_ARB
848145,diuretic_CCB_ARB
848149,diuretic_CCB_ARB
848151,diuretic_CCB_ARB
848155,diuretic_CCB_ARB
999966,diuretic_CCB_ARB
999967,diuretic_CCB_ARB
999971,diuretic_CCB_ARB
999986,diuretic_CCB_ARB
999990,diuretic_CCB_ARB
999991,diuretic_CCB_ARB
999995,diuretic_CCB_ARB
999996,diuretic_CCB_ARB
1000000,diuretic_CCB_ARB
1000001,diuretic_CCB_ARB
1000005,diuretic_CCB_ARB
852897,diuretic_CCB_ARB
385943,diuretic_CCB
411821,diuretic_CCB
452536,diuretic_CCB
849871,diuretic_CCB
197959,diuretic_central
197960,diuretic_central
197961,diuretic_central
197962,diuretic_central
197963,diuretic_central
205332,diuretic_central
206403,diuretic_central
213488,diuretic_central
213498,diuretic_central
310664,diuretic_central
371580,diuretic_central
371584,diuretic_central
372366,diuretic_central
372852,diuretic_central
372853,diuretic_central
430626,diuretic_central
437827,diuretic_central
438745,diuretic_central
438747,diuretic_central
485001,diuretic_central
688643,diuretic_central
688645,diuretic_central
688647,diuretic_central
688649,diuretic_central
884192,diuretic_central
884196,diuretic_central
884198,diuretic_central
884202,diuretic_central
884203,diuretic_central
884207,diuretic_central
884211,diuretic_central
884215,diuretic_central
884231,diuretic_central
1233769,diuretic_central
1233782,diuretic_central
1233783,diuretic_central
1233784,diuretic_central
1233788,diuretic_central
152799,diuretic
198312,diuretic
198313,diuretic
208674,diuretic
208675,diuretic
245283,diuretic
245284,diuretic
370564,diuretic
370849,diuretic
374193,diuretic
374194,diuretic
562147,diuretic
977880,diuretic
977882,diuretic
977887,diuretic
10763,diuretic
142424,diuretic
197477,diuretic_other
197562,diuretic_other
197563,diuretic_other
197564,diuretic_other
197771,diuretic_other
197789,diuretic_other
197790,diuretic_other
197952,diuretic_other
197953,diuretic_other
197954,diuretic_other
198198,diuretic_other
198320,diuretic_other
198321,diuretic_other
204501,diuretic_other
205364,diuretic_other
205365,diuretic_other
205474,diuretic_other
205476,diuretic_other
205478,diuretic_other
205480,diuretic_other
205482,diuretic_other
206558,diuretic_other
206563,diuretic_other
207094,diuretic_other
207385,diuretic_other
207387,diuretic_other
208065,diuretic_other
208066,diuretic_other
208067,diuretic_other
208084,diuretic_other
208085,diuretic_other
208086,diuretic_other
208088,diuretic_other
208089,diuretic_other
208090,diuretic_other
208091,diuretic_other
208092,diuretic_other
208093,diuretic_other
208825,diuretic_other
213504,diuretic_other
213505,diuretic_other
214094,diuretic_other
214095,diuretic_other
237192,diuretic_other
245282,diuretic_other
251055,diuretic_other
310810,diuretic_other
314018,diuretic_other
315193,diuretic_other
371003,diuretic_other
371705,diuretic_other
371706,diuretic_other
373760,diuretic_other
373761,diuretic_other
373762,diuretic_other
373763,diuretic_other
373764,diuretic_other
373765,diuretic_other
373766,diuretic_other
373767,diuretic_other
428142,diuretic_other
428203,diuretic_other
429153,diuretic_other
429154,diuretic_other
429155,diuretic_other
451201,diuretic_other
562344,diuretic_other
637711,diuretic_other
754717,diuretic_renin
1011710,diuretic_renin
1011712,diuretic_renin
1011713,diuretic_renin
1011715,diuretic_renin
1011750,diuretic_renin
1011752,diuretic_renin
1011753,diuretic_renin
1011755,diuretic_renin
242957,diuretic_vaso
370633,diuretic_vaso
372406,diuretic_vaso
432636,diuretic_aldo
451919,diuretic_aldo
905203,diuretic_vaso
905207,diuretic_vaso
905211,diuretic_vaso
905215,diuretic_vaso
905217,diuretic_vaso
905221,diuretic_vaso
966574,diuretic_vaso
966587,diuretic_vaso
966594,diuretic_vaso
966613,diuretic_vaso
249746,diuretic_vaso_other
374694,diuretic_vaso_other
439015,diuretic_vaso_other
905353,diuretic_vaso_other
905355,diuretic_vaso_other
905367,diuretic_vaso_other
905399,diuretic_vaso_other
905401,diuretic_vaso_other
905403,diuretic_vaso_other
905405,diuretic_vaso_other
905407,diuretic_vaso_other
905409,diuretic_vaso_other
905411,diuretic_vaso_other
905413,diuretic_vaso_other
966591,diuretic_vaso_other
95600,loop
104216,loop
104217,loop
104218,loop
104220,loop
104221,loop
121073,loop
132604,loop
197730,loop
197731,loop
197732,loop
198369,loop
198370,loop
198371,loop
198372,loop
199610,loop
200800,loop
200801,loop
200802,loop
200803,loop
200804,loop
200805,loop
200806,loop
200807,loop
200808,loop
200809,loop
200810,loop
200811,loop
200812,loop
200813,loop
200814,loop
201234,loop
201235,loop
201236,loop
201237,loop
204154,loop
205725,loop
205726,loop
205728,loop
205732,loop
208076,loop
208080,loop
208081,loop
208082,loop
226982,loop
248652,loop
248657,loop
249579,loop
249815,loop
250044,loop
250477,loop
251308,loop
251372,loop
251373,loop
251746,loop
252484,loop
282452,loop
310429,loop
313988,loop
372278,loop
372280,loop
372281,loop
372282,loop
374168,loop
377176,loop
415572,loop
415573,loop
415574,loop
415575,loop
415657,loop
427474,loop
428540,loop
428541,loop
542673,loop
542678,loop
543249,loop
545041,loop
617327,loop
630032,loop
630035,loop
645036,loop
727573,loop
727574,loop
727575,loop
727845,loop
876422,loop
899155,loop
1112201,loop
1233658,loop
1233851,loop
1251903,loop
1251905,loop
1251907,loop
1251909,loop
1359513,loop
1808,loop
4603,loop
5764,loop
197417,loop
197418,loop
197419,loop
205488,loop
205489,loop
205490,loop
282486,loop
1719286,loop
1719291,loop
1727569,loop
1729521,loop
1729527,loop
432679,loop_central
446456,loop_central
198194,other
198195,other
198196,other
198197,other
198196,other
198197,other
692500,renin
1011736,renin
1011738,renin
1011739,renin
1011741,renin
93382,diuretic
104211,diuretic
104212,diuretic
104264,diuretic
104267,diuretic
150748,diuretic
153208,diuretic
197393,diuretic
197394,diuretic
197475,diuretic
197476,diuretic
197497,diuretic
197498,diuretic
197499,diuretic
197500,diuretic
197769,diuretic
197770,diuretic
197788,diuretic
197815,diuretic
197816,diuretic
197950,diuretic
197951,diuretic
197977,diuretic
197978,diuretic
197979,diuretic
198110,diuretic
198111,diuretic
198112,diuretic
198319,diuretic
199903,diuretic
200791,diuretic
200792,diuretic
200793,diuretic
200794,diuretic
200795,diuretic
200796,diuretic
200797,diuretic
200798,diuretic
200799,diuretic
201262,diuretic
201263,diuretic
201269,diuretic
202225,diuretic
204515,diuretic
206551,diuretic
206552,diuretic
206945,diuretic
206946,diuretic
207089,diuretic
207090,diuretic
207271,diuretic
207272,diuretic
207276,diuretic
207935,diuretic
207936,diuretic
207937,diuretic
207938,diuretic
207939,diuretic
207940,diuretic
207941,diuretic
207942,diuretic
207943,diuretic
207944,diuretic
207945,diuretic
207946,diuretic
207947,diuretic
208707,diuretic
208708,diuretic
208709,diuretic
208710,diuretic
208711,diuretic
208716,diuretic
208717,diuretic
208719,diuretic
211759,diuretic
213439,diuretic
213443,diuretic
213447,diuretic
214081,diuretic
214082,diuretic
214083,diuretic
242961,diuretic
245285,diuretic
250040,diuretic
250528,diuretic
250529,diuretic
308614,diuretic
308615,diuretic
308617,diuretic
308618,diuretic
309198,diuretic
309633,diuretic
310798,diuretic
310813,diuretic
311632,diuretic
311671,diuretic
312752,diuretic
314020,diuretic
346505,diuretic
351451,diuretic
351505,diuretic
370635,diuretic
370636,diuretic
370637,diuretic
370650,diuretic
370682,diuretic
371004,diuretic
371005,diuretic
371409,diuretic
371410,diuretic
371472,diuretic
371668,diuretic
372468,diuretic
372847,diuretic
372888,diuretic
373241,diuretic
373514,diuretic
373734,diuretic
374199,diuretic
375772,diuretic
375773,diuretic
376241,diuretic
376874,diuretic
385502,diuretic
411160,diuretic
428333,diuretic
428539,diuretic
429502,diuretic
429503,diuretic
431740,diuretic
431741,diuretic
433844,diuretic
437828,diuretic
440585,diuretic
440593,diuretic
484152,diuretic
541298,diuretic
542850,diuretic
542854,diuretic
831701,diuretic
831703,diuretic
991211,diuretic
991221,diuretic
996476,diuretic
1189779,diuretic
5487,diuretic
379256,diuretic_BB
379257,diuretic_BB
432897,diuretic_BB
432951,diuretic_BB
437781,diuretic_BB
977920,diuretic_BB
977949,diuretic_BB
432769,diuretic_CCB
452537,diuretic_CCB
427704,diuretic_central
438743,diuretic_central
446454,diuretic_central
1233787,diuretic_central
430187,diuretic_loop
430188,diuretic_loop
437571,diuretic_loop
372407,vaso_other
966603,vaso_other
966616,vaso_other
6984,vaso
197986,vaso
197987,vaso
199776,vaso
201347,vaso
207976,vaso
238240,vaso
314244,vaso
316310,vaso
317430,vaso
332239,vaso
370631,vaso
370632,vaso
372938,vaso
374150,vaso
374151,vaso
375837,vaso
415553,vaso
415945,vaso
721832,vaso
905199,vaso
905201,vaso
905222,vaso
905224,vaso
905225,vaso
905227,vaso
905377,vaso
905379,vaso
905395,vaso
905397,vaso
966571,vaso
966620,vaso
1165357,vaso
1165358,vaso
1241888,vaso
82027,vaso
